mysqld, Version: 5.7.41-log (MySQL Community Server (GPL)). started with:
Tcp port: 0  Unix socket: /var/run/mysqld/mysqld.sock
Time                 Id Command    Argument
2023-11-26T14:02:04.238636Z	    2 Connect	root@172.20.0.3 on  using TCP/IP
2023-11-26T14:02:04.282457Z	    2 Query	SHOW CREATE TABLE `Results`
2023-11-26T14:02:04.283173Z	    2 Query	SHOW TRIGGERS LIKE 'Results'
2023-11-26T14:02:04.284718Z	    2 Query	SHOW CREATE TABLE `Staff`
2023-11-26T14:02:04.285435Z	    2 Query	SHOW TRIGGERS LIKE 'Staff'
2023-11-26T14:02:04.286769Z	    2 Query	SHOW CREATE TABLE `TestsCatalog`
2023-11-26T14:02:04.287845Z	    2 Query	SHOW TRIGGERS LIKE 'TestsCatalog'
2023-11-26T14:02:04.290668Z	    2 Query	SELECT NOW()
2023-11-26T14:02:04.291825Z	    2 Quit	
2023-11-26T14:33:49.075965Z	    3 Connect	sysadmin@172.20.0.4 on db_sec using TCP/IP
2023-11-26T14:33:49.077066Z	    3 Prepare	SELECT * FROM Orders LIMIT 40 OFFSET 0
2023-11-26T14:33:49.077139Z	    3 Execute	SELECT * FROM Orders LIMIT 40 OFFSET 0
2023-11-26T14:33:49.077667Z	    3 Close stmt	
2023-11-26T14:33:49.078037Z	    3 Quit	
2023-11-26T14:33:49.078602Z	    4 Connect	sysadmin@172.20.0.4 on db_sec using TCP/IP
2023-11-26T14:33:49.079438Z	    4 Prepare	SELECT COUNT(*) AS total FROM Orders
2023-11-26T14:33:49.079675Z	    4 Execute	SELECT COUNT(*) AS total FROM Orders
2023-11-26T14:33:49.080617Z	    4 Close stmt	
2023-11-26T14:33:49.081057Z	    4 Quit	
mysqld, Version: 5.7.41-log (MySQL Community Server (GPL)). started with:
Tcp port: 0  Unix socket: /var/run/mysqld/mysqld.sock
Time                 Id Command    Argument
2023-11-26T15:12:21.112151Z	    2 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:21.112455Z	    2 Query	SET NAMES utf8mb4
2023-11-26T15:12:21.112566Z	    2 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:21.113064Z	    2 Init DB	db_sec
2023-11-26T15:12:21.113329Z	    2 Query	SET time_zone = '+00:00'
2023-11-26T15:12:21.113472Z	    2 Query	SET sql_mode = ''
2023-11-26T15:12:21.113607Z	    2 Init DB	db_sec
2023-11-26T15:12:21.113716Z	    2 Query	SHOW CREATE DATABASE `db_sec`
2023-11-26T15:12:21.113910Z	    2 Query	SHOW FUNCTION STATUS WHERE Db = 'db_sec'
2023-11-26T15:12:21.116256Z	    2 Query	SHOW PROCEDURE STATUS WHERE Db = 'db_sec'
2023-11-26T15:12:21.117215Z	    2 Query	SHOW EVENTS
2023-11-26T15:12:21.117865Z	    2 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:12:21.119067Z	    2 Query	SHOW CREATE TABLE `Appointments`
2023-11-26T15:12:21.122097Z	    2 Query	SHOW TRIGGERS LIKE 'Appointments'
2023-11-26T15:12:21.122744Z	    2 Query	SHOW CREATE TABLE `Billing`
2023-11-26T15:12:21.123138Z	    2 Query	SHOW TRIGGERS LIKE 'Billing'
2023-11-26T15:12:21.123715Z	    2 Query	SHOW CREATE TABLE `Orders`
2023-11-26T15:12:21.124072Z	    2 Query	SHOW TRIGGERS LIKE 'Orders'
2023-11-26T15:12:21.124563Z	    2 Query	SHOW CREATE TABLE `Patients`
2023-11-26T15:12:21.124807Z	    2 Query	SHOW TRIGGERS LIKE 'Patients'
2023-11-26T15:12:21.125251Z	    2 Query	SHOW CREATE TABLE `Results`
2023-11-26T15:12:21.125477Z	    2 Query	SHOW TRIGGERS LIKE 'Results'
2023-11-26T15:12:21.125985Z	    2 Query	SHOW CREATE TABLE `Staff`
2023-11-26T15:12:21.126199Z	    2 Query	SHOW TRIGGERS LIKE 'Staff'
2023-11-26T15:12:21.126596Z	    2 Query	SHOW CREATE TABLE `TestsCatalog`
2023-11-26T15:12:21.126800Z	    2 Query	SHOW TRIGGERS LIKE 'TestsCatalog'
2023-11-26T15:12:21.127176Z	    2 Query	SELECT NOW()
2023-11-26T15:12:21.127334Z	    2 Quit	
2023-11-26T15:12:30.747336Z	    3 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:30.748314Z	    3 Query	SET NAMES utf8mb4
2023-11-26T15:12:30.749492Z	    3 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:30.750891Z	    3 Init DB	db_sec
2023-11-26T15:12:30.752988Z	    3 Query	SELECT TABLE_NAME, TABLE_TYPE FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY TABLE_NAME
2023-11-26T15:12:30.756605Z	    3 Query	SELECT @@default_storage_engine
2023-11-26T15:12:30.756753Z	    3 Query	SHOW COLLATION
2023-11-26T15:12:30.757786Z	    3 Query	SHOW CREATE DATABASE `db_sec`
2023-11-26T15:12:30.759229Z	    3 Query	SELECT /*+ MAX_EXECUTION_TIME(2000) */  SCHEMA_NAME FROM information_schema.SCHEMATA ORDER BY SCHEMA_NAME
2023-11-26T15:12:30.763340Z	    3 Query	SELECT ROUTINE_NAME AS SPECIFIC_NAME, ROUTINE_NAME, ROUTINE_TYPE, DTD_IDENTIFIER FROM information_schema.ROUTINES WHERE ROUTINE_SCHEMA = 'db_sec'
2023-11-26T15:12:30.770409Z	    3 Query	SHOW EVENTS
2023-11-26T15:12:30.772019Z	    3 Init DB	db_sec
2023-11-26T15:12:30.772463Z	    3 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:12:30.774279Z	    3 Quit	
2023-11-26T15:12:30.800513Z	    4 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:30.800676Z	    4 Query	SET NAMES utf8mb4
2023-11-26T15:12:30.800757Z	    4 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:30.800892Z	    4 Init DB	db_sec
2023-11-26T15:12:30.800963Z	    4 Query	SHOW TABLE STATUS
2023-11-26T15:12:30.801862Z	    4 Quit	
2023-11-26T15:12:34.940249Z	    5 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:34.940667Z	    5 Query	SET NAMES utf8mb4
2023-11-26T15:12:34.941252Z	    5 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:34.942368Z	    5 Init DB	db_sec
2023-11-26T15:12:34.943910Z	    5 Query	SELECT TABLE_NAME, TABLE_TYPE FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY TABLE_NAME
2023-11-26T15:12:34.947171Z	    5 Init DB	db_sec
2023-11-26T15:12:34.947938Z	    5 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:12:34.952684Z	    5 Quit	
2023-11-26T15:12:34.983632Z	    6 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:34.983881Z	    6 Query	SET NAMES utf8mb4
2023-11-26T15:12:34.984092Z	    6 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:34.984528Z	    6 Init DB	db_sec
2023-11-26T15:12:34.984704Z	    6 Query	SHOW TABLE STATUS
2023-11-26T15:12:34.986109Z	    6 Quit	
2023-11-26T15:12:38.538161Z	    7 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:38.538858Z	    7 Query	SET NAMES utf8mb4
2023-11-26T15:12:38.539420Z	    7 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:38.540929Z	    7 Init DB	db_sec
2023-11-26T15:12:38.541916Z	    7 Query	SET time_zone = '+00:00'
2023-11-26T15:12:38.542713Z	    7 Query	SET sql_mode = ''
2023-11-26T15:12:38.543621Z	    7 Init DB	db_sec
2023-11-26T15:12:38.544378Z	    7 Query	SHOW CREATE DATABASE `db_sec`
2023-11-26T15:12:38.545462Z	    7 Query	SHOW FUNCTION STATUS WHERE Db = 'db_sec'
2023-11-26T15:12:38.550169Z	    7 Query	SHOW PROCEDURE STATUS WHERE Db = 'db_sec'
2023-11-26T15:12:38.551972Z	    7 Query	SHOW EVENTS
2023-11-26T15:12:38.553120Z	    7 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:12:38.556057Z	    7 Query	SHOW CREATE TABLE `Appointments`
2023-11-26T15:12:38.557822Z	    7 Query	SHOW FULL COLUMNS FROM `Appointments`
2023-11-26T15:12:38.560985Z	    7 Query	SHOW TRIGGERS LIKE 'Appointments'
2023-11-26T15:12:38.565864Z	    7 Query	SHOW CREATE TABLE `Billing`
2023-11-26T15:12:38.567396Z	    7 Query	SHOW FULL COLUMNS FROM `Billing`
2023-11-26T15:12:38.570174Z	    7 Query	SHOW TRIGGERS LIKE 'Billing'
2023-11-26T15:12:38.573287Z	    7 Query	SHOW CREATE TABLE `Orders`
2023-11-26T15:12:38.574599Z	    7 Query	SHOW FULL COLUMNS FROM `Orders`
2023-11-26T15:12:38.576521Z	    7 Query	SHOW TRIGGERS LIKE 'Orders'
2023-11-26T15:12:38.579649Z	    7 Query	SHOW CREATE TABLE `Patients`
2023-11-26T15:12:38.580440Z	    7 Query	SHOW FULL COLUMNS FROM `Patients`
2023-11-26T15:12:38.581641Z	    7 Query	SHOW TRIGGERS LIKE 'Patients'
2023-11-26T15:12:38.583188Z	    7 Query	SHOW CREATE TABLE `Results`
2023-11-26T15:12:38.583939Z	    7 Query	SHOW FULL COLUMNS FROM `Results`
2023-11-26T15:12:38.585165Z	    7 Query	SHOW TRIGGERS LIKE 'Results'
2023-11-26T15:12:38.587260Z	    7 Query	SHOW CREATE TABLE `Staff`
2023-11-26T15:12:38.587983Z	    7 Query	SHOW FULL COLUMNS FROM `Staff`
2023-11-26T15:12:38.589028Z	    7 Query	SHOW TRIGGERS LIKE 'Staff'
2023-11-26T15:12:38.590606Z	    7 Query	SHOW CREATE TABLE `TestsCatalog`
2023-11-26T15:12:38.591479Z	    7 Query	SHOW FULL COLUMNS FROM `TestsCatalog`
2023-11-26T15:12:38.592542Z	    7 Query	SHOW TRIGGERS LIKE 'TestsCatalog'
2023-11-26T15:12:38.593673Z	    7 Query	SELECT NOW()
2023-11-26T15:12:38.594262Z	    7 Quit	
2023-11-26T15:12:39.275128Z	    8 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:39.275656Z	    8 Query	SET NAMES utf8mb4
2023-11-26T15:12:39.276158Z	    8 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:39.277046Z	    8 Init DB	db_sec
2023-11-26T15:12:39.278631Z	    8 Query	SELECT TABLE_NAME, TABLE_TYPE FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY TABLE_NAME
2023-11-26T15:12:39.282081Z	    8 Init DB	db_sec
2023-11-26T15:12:39.282823Z	    8 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:12:39.286125Z	    8 Quit	
2023-11-26T15:12:43.942553Z	    9 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:12:43.943173Z	    9 Query	SET NAMES utf8mb4
2023-11-26T15:12:43.943677Z	    9 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:12:43.944943Z	    9 Init DB	db_sec
2023-11-26T15:12:43.946119Z	    9 Query	SET time_zone = '+00:00'
2023-11-26T15:12:43.947415Z	    9 Query	SET sql_mode = ''
2023-11-26T15:12:43.948615Z	    9 Init DB	db_sec
2023-11-26T15:12:43.949251Z	    9 Query	SHOW CREATE DATABASE `db_sec`
2023-11-26T15:12:43.950001Z	    9 Query	SHOW FUNCTION STATUS WHERE Db = 'db_sec'
2023-11-26T15:12:43.959095Z	    9 Query	SHOW PROCEDURE STATUS WHERE Db = 'db_sec'
2023-11-26T15:12:43.961219Z	    9 Query	SHOW EVENTS
2023-11-26T15:12:43.963025Z	    9 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:12:43.965573Z	    9 Query	SHOW CREATE TABLE `Appointments`
2023-11-26T15:12:43.966660Z	    9 Query	SHOW FULL COLUMNS FROM `Appointments`
2023-11-26T15:12:43.968463Z	    9 Query	SHOW TRIGGERS LIKE 'Appointments'
2023-11-26T15:12:43.971777Z	    9 Query	SHOW CREATE TABLE `Billing`
2023-11-26T15:12:43.973664Z	    9 Query	SHOW FULL COLUMNS FROM `Billing`
2023-11-26T15:12:43.975661Z	    9 Query	SHOW TRIGGERS LIKE 'Billing'
2023-11-26T15:12:43.978572Z	    9 Query	SHOW CREATE TABLE `Orders`
2023-11-26T15:12:43.979510Z	    9 Query	SHOW FULL COLUMNS FROM `Orders`
2023-11-26T15:12:43.981345Z	    9 Query	SHOW TRIGGERS LIKE 'Orders'
2023-11-26T15:12:43.984190Z	    9 Query	SHOW CREATE TABLE `Patients`
2023-11-26T15:12:43.984879Z	    9 Query	SHOW FULL COLUMNS FROM `Patients`
2023-11-26T15:12:43.986843Z	    9 Query	SHOW TRIGGERS LIKE 'Patients'
2023-11-26T15:12:43.989702Z	    9 Query	SHOW CREATE TABLE `Results`
2023-11-26T15:12:43.990558Z	    9 Query	SHOW FULL COLUMNS FROM `Results`
2023-11-26T15:12:43.991937Z	    9 Query	SHOW TRIGGERS LIKE 'Results'
2023-11-26T15:12:43.993935Z	    9 Query	SHOW CREATE TABLE `Staff`
2023-11-26T15:12:43.994662Z	    9 Query	SHOW FULL COLUMNS FROM `Staff`
2023-11-26T15:12:43.995803Z	    9 Query	SHOW TRIGGERS LIKE 'Staff'
2023-11-26T15:12:43.997946Z	    9 Query	SHOW CREATE TABLE `TestsCatalog`
2023-11-26T15:12:43.998831Z	    9 Query	SHOW FULL COLUMNS FROM `TestsCatalog`
2023-11-26T15:12:43.999978Z	    9 Query	SHOW TRIGGERS LIKE 'TestsCatalog'
2023-11-26T15:12:44.001614Z	    9 Query	SELECT NOW()
2023-11-26T15:12:44.002165Z	    9 Quit	
2023-11-26T15:15:21.792866Z	   10 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:15:21.793103Z	   10 Query	SET NAMES utf8mb4
2023-11-26T15:15:21.793208Z	   10 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:15:21.793485Z	   10 Init DB	db_sec
2023-11-26T15:15:21.794146Z	   10 Init DB	db_sec
2023-11-26T15:15:21.794804Z	   10 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:15:21.799237Z	   10 Quit	
2023-11-26T15:15:24.526396Z	   11 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:15:24.527153Z	   11 Query	SET NAMES utf8mb4
2023-11-26T15:15:24.527598Z	   11 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:15:24.529075Z	   11 Init DB	db_sec
2023-11-26T15:15:24.532007Z	   11 Init DB	db_sec
2023-11-26T15:15:24.533335Z	   11 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:15:24.537138Z	   11 Quit	
2023-11-26T15:15:28.262792Z	   12 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:15:28.263859Z	   12 Query	SET NAMES utf8mb4
2023-11-26T15:15:28.264805Z	   12 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:15:28.266232Z	   12 Init DB	db_sec
2023-11-26T15:15:28.270307Z	   13 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:15:28.271090Z	   13 Query	SET NAMES utf8mb4
2023-11-26T15:15:28.271960Z	   13 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:15:28.272794Z	   13 Init DB	db_sec
2023-11-26T15:15:28.274536Z	   12 Query	ALTER TABLE Patients MODIFY name VARBINARY(255)
2023-11-26T15:15:28.325150Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.326372Z	   12 Query	UPDATE Patients SET name = AES_ENCRYPT(name, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:28.332776Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.334514Z	   12 Query	ALTER TABLE Patients MODIFY contact_info VARBINARY(255)
2023-11-26T15:15:28.352818Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.353079Z	   12 Query	UPDATE Patients SET contact_info = AES_ENCRYPT(contact_info, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:28.357312Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.358093Z	   12 Query	ALTER TABLE Patients MODIFY insurance_details VARBINARY(255)
2023-11-26T15:15:28.380679Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.381104Z	   12 Query	UPDATE Patients SET insurance_details = AES_ENCRYPT(insurance_details, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:28.384371Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.385152Z	   12 Query	ALTER TABLE Patients MODIFY username VARBINARY(50)
2023-11-26T15:15:28.402317Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.402659Z	   12 Query	UPDATE Patients SET username = AES_ENCRYPT(username, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:28.407061Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.407742Z	   12 Query	ALTER TABLE Patients MODIFY password VARBINARY(50)
2023-11-26T15:15:28.423210Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.423431Z	   12 Query	UPDATE Patients SET password = AES_ENCRYPT(password, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:28.426484Z	   12 Query	SHOW WARNINGS
2023-11-26T15:15:28.429645Z	   12 Init DB	db_sec
2023-11-26T15:15:28.429805Z	   12 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:15:28.430655Z	   13 Quit	
2023-11-26T15:15:28.430766Z	   12 Quit	
2023-11-26T15:15:45.024328Z	   14 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:15:45.024800Z	   14 Query	SET NAMES utf8mb4
2023-11-26T15:15:45.025057Z	   14 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:15:45.025822Z	   14 Init DB	db_sec
2023-11-26T15:15:45.029813Z	   15 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:15:45.030874Z	   15 Query	SET NAMES utf8mb4
2023-11-26T15:15:45.032070Z	   15 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:15:45.033100Z	   15 Init DB	db_sec
2023-11-26T15:15:45.034519Z	   14 Query	ALTER TABLE Staff MODIFY name VARBINARY(255)
2023-11-26T15:15:45.080774Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.081744Z	   14 Query	UPDATE Staff SET name = AES_ENCRYPT(name, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:45.085059Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.086010Z	   14 Query	ALTER TABLE Staff MODIFY contact_info VARBINARY(255)
2023-11-26T15:15:45.100746Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.101079Z	   14 Query	UPDATE Staff SET contact_info = AES_ENCRYPT(contact_info, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:45.103352Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.103988Z	   14 Query	ALTER TABLE Staff MODIFY username VARBINARY(50)
2023-11-26T15:15:45.119364Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.119685Z	   14 Query	UPDATE Staff SET username = AES_ENCRYPT(username, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:45.122723Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.123179Z	   14 Query	ALTER TABLE Staff MODIFY password VARBINARY(50)
2023-11-26T15:15:45.138539Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.138811Z	   14 Query	UPDATE Staff SET password = AES_ENCRYPT(password, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:15:45.141146Z	   14 Query	SHOW WARNINGS
2023-11-26T15:15:45.141895Z	   14 Init DB	db_sec
2023-11-26T15:15:45.142104Z	   14 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:15:45.142991Z	   15 Quit	
2023-11-26T15:15:45.143064Z	   14 Quit	
2023-11-26T15:16:02.228128Z	   16 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:16:02.229139Z	   16 Query	SET NAMES utf8mb4
2023-11-26T15:16:02.229951Z	   16 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:16:02.231527Z	   16 Init DB	db_sec
2023-11-26T15:16:02.234706Z	   17 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:16:02.235325Z	   17 Query	SET NAMES utf8mb4
2023-11-26T15:16:02.236070Z	   17 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:16:02.237215Z	   17 Init DB	db_sec
2023-11-26T15:16:02.238579Z	   16 Query	ALTER TABLE Orders MODIFY ordering_physician VARBINARY(255)
2023-11-26T15:16:02.285090Z	   16 Query	SHOW WARNINGS
2023-11-26T15:16:02.286262Z	   16 Query	UPDATE Orders SET ordering_physician = AES_ENCRYPT(ordering_physician, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:16:02.291456Z	   16 Query	SHOW WARNINGS
2023-11-26T15:16:02.292761Z	   16 Init DB	db_sec
2023-11-26T15:16:02.293107Z	   16 Query	SELECT TABLE_NAME AS Name, ENGINE AS Engine, TABLE_COMMENT AS Comment FROM information_schema.TABLES WHERE TABLE_SCHEMA = DATABASE() ORDER BY Name
2023-11-26T15:16:02.294256Z	   17 Quit	
2023-11-26T15:16:02.294498Z	   16 Quit	
2023-11-26T15:17:22.254619Z	   18 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:17:22.254759Z	   18 Query	SET NAMES utf8mb4
2023-11-26T15:17:22.254835Z	   18 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:17:22.255013Z	   18 Init DB	db_sec
2023-11-26T15:17:22.255755Z	   19 Connect	root@172.22.0.3 on  using TCP/IP
2023-11-26T15:17:22.255936Z	   19 Query	SET NAMES utf8mb4
2023-11-26T15:17:22.256066Z	   19 Query	SET sql_quote_show_create = 1, autocommit = 1
2023-11-26T15:17:22.256184Z	   19 Init DB	db_sec
2023-11-26T15:17:22.256373Z	   18 Query	ALTER TABLE Results MODIFY report_url VARBINARY(255)
2023-11-26T15:17:22.272852Z	   18 Query	SHOW WARNINGS
2023-11-26T15:17:22.273091Z	   18 Query	UPDATE Results SET report_url = AES_ENCRYPT(report_url, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:17:22.275969Z	   18 Query	SHOW WARNINGS
2023-11-26T15:17:22.276503Z	   18 Query	ALTER TABLE Results MODIFY interpretation VARBINARY(255)
2023-11-26T15:17:22.294544Z	   18 Query	SHOW WARNINGS
2023-11-26T15:17:22.294877Z	   18 Query	UPDATE Results SET interpretation = AES_ENCRYPT(interpretation, 'ã2è×¢"xÁý2M\~dîú¡±õ¯HCm{_')
2023-11-26T15:17:22.298107Z	   18 Query	SHOW WARNINGS
2023-11-26T15:17:22.298671Z	   18 Query	ALTER TABLE Results MODIFY reporting_pathologist VARBINARY(255)
2023-11-26T15:17:22.314201Z	   18 Query	SHOW WARNINGS
